"17398","405"
"17397","7564"
"17396","4172"
"17395","5317"
"17394","6534"
"17393","6244"
"17392","5286"
"17391","7097"
"17390","7036"
"17389","7146"
"17388","6811"
"17387","6619"
"17386","6958"
"17385","5937"
"17384","5978"
"17383","6528"
"17382","3902"
"17381","5814"
"17380","4964"
"17379","5358"
"17378","5365"
"17377","5563"
"17376","6071"
"17375","5187"
"17374","5419"
"17373","5124"
"17372","5764"
"17371","7325"
"17370","7149"
"17369","5324"
"17368","6463"
"17367","10821"
"17366","8356"
"17365","8940"
"17364","8436"
"17363","6580"
"17362","6925"
"17361","6040"
"17360","6689"
"17359","7711"
"17358","7879"
"17357","7999"
"17356","6979"
"17355","6747"
"17354","9007"
"17353","10223"
"17352","8501"
"17351","8924"
"17350","7413"
"17349","9746"
"17348","9008"
"17347","7318"
"17346","8764"
"17345","9918"
"17344","10467"
"17343","8728"
"17342","7572"
"17341","7694"
"17340","7725"
"17339","9910"
"17338","8665"
"17337","8560"
"17336","8857"
"17335","8582"
"17334","7510"
"17333","9578"
"17332","9923"
"17331","10550"
"17330","8330"
"17329","7380"
"17328","9349"
"17327","9178"
"17326","9877"
"17325","11928"
"17324","9475"
"17323","10711"
"17322","9906"
"17321","12931"
"17320","9529"
"17319","11822"
"17318","8943"
"17317","11613"
"17316","11039"
"17315","11297"
"17314","11308"
"17313","13719"
"17312","10382"
"17311","10699"
"17310","9655"
"17309","12221"
"17308","12689"
"17307","11945"
"17306","13277"
"17305","13325"
"17304","13128"
"17303","12872"
"17302","11309"
"17301","13636"
"17300","12551"
"17299","11581"
"17298","13070"
"17297","12748"
"17296","10965"
"17295","12890"
"17294","14247"
"17293","14818"
"17292","15827"
"17291","14346"
"17290","14032"
"17289","15640"
"17288","12506"
"17287","12459"
"17286","12607"
"17285","13199"
"17284","11996"
"17283","14043"
"17282","12674"
"17281","13258"
"17280","12771"
"17279","15241"
"17278","14506"
"17277","17560"
"17276","14220"
"17275","12162"
"17274","11642"
"17273","15981"
"17272","19490"
"17271","24940"
"17270","26100"
"17269","7902"
"17268","4815"
"17267","5854"
"17266","2994"
"17265","2442"
"17264","4087"
"17263","3852"
"17262","3509"
"17261","976"
"17260","11"
