"17396","168"
"17395","436"
"17394","950"
"17393","1907"
"17392","1014"
"17391","940"
"17390","472"
"17389","820"
"17388","1015"
"17387","932"
"17386","662"
"17385","1189"
"17384","1474"
"17383","1293"
"17382","1065"
"17381","857"
"17380","668"
"17379","787"
"17378","1006"
"17377","1158"
"17376","728"
"17375","807"
"17374","631"
"17373","345"
"17372","494"
"17371","506"
"17370","1014"
"17369","394"
"17368","414"
"17367","834"
"17366","305"
"17365","349"
"17364","499"
"17363","408"
"17362","448"
"17361","433"
"17360","807"
"17359","259"
"17358","359"
"17357","301"
"17356","391"
"17355","367"
"17354","237"
"17353","339"
"17352","215"
"17351","347"
"17350","354"
"17349","382"
"17348","596"
"17347","364"
"17346","423"
"17345","488"
"17344","570"
"17343","567"
"17342","837"
"17341","822"
"17340","1208"
"17339","977"
"17338","1726"
"17337","2006"
"17336","2062"
"17335","4250"
"17334","4898"
"17333","5863"
"17332","5291"
